ArticleId,SentenceNumber,Sentence,Propaganda
728343601,11,"That was more than two weeks before the bishop's ordination in the south Chilean city of Osorno, an event dramatically disrupted by hundreds of protesters accusing Bishop Barros of covering up Karadima's sex attacks on young boys. ",yes
728343601,13,"""Holy Father, I decided to write this letter to you because I'm tired of fighting, crying and suffering,"" Mr Cruz writes. ",yes
728343601,15,"""Our story is well known and there's no point reminding you of it, except to tell you of the horror of having experienced this abuse and how I wanted to kill myself."" ",yes
728343601,17,"In that letter, Mr Cruz accuses Bishop Barros of ""doing all the dirty work of Fernando Karadima"", and describes the abuse he suffered and which Bishop Barros allegedly witnessed. ",yes
728343601,23,"He concludes the letter with this appeal: ""Please Holy Father, don't be like the others. ",yes
728343601,45,"Cardinal O'Malley's disgraced predecessor, the late Cardinal Bernard Law, had moved paedophile priests between parishes rather than addressing victims' claims. ",yes
728680557,8,"In the document, the three bishops solemnly professed the Church’s received teaching and discipline regarding sacramental marriage and the limited conditions (see Familiaris Consortio, n. 84) under which Catholics who are civilly divorced and joined in a second union may receive sacramental absolution and Holy Communion. ",yes
728680557,11,"Bishop Fischer’s support of the profession comes one week after Bishop Athanasius Schneider, auxiliary of Astana, Kazakstan, invited the world’s bishops to sign the document and join in raising a common voice in defense of the sanctity and the indissolubility of marriage. ",yes
728680557,12,"“God decides the time, and the time will come when the Pope and the episcopacy again will proclaim, with all clarity, unambiguity and beauty, the sanctity of marriage, and of the family, and of the Eucharist,” Schneider told LifesiteNews in an exclusive Jan. 15 interview. ",yes
728680557,13,"Schneider said greater public support of the document from the world’s 5,000 bishops would be “a stronger voice for professing the constant truths of the Church, and it would be a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.” ",yes
728758697,1,Dem Congressman Praises Hitler-Loving Anti-Semite ,yes
728758697,3,The media is very interested in racism. ,yes
728758697,9,"“I don’t regard Louis Farrakhan as an aberration or anything, I regard him as an outstanding human being who commands a following of individuals who are learned and articulate and he plays a big role in the lives of thousands and thousands and thousands and thousands of people,” he emphasized later. ",yes
728758697,12,"Farrakhan had praised Hitler and declared that the Jews, ""can't say 'Never Again' to God, because when he puts you in the ovens, you're there forever.” ",yes
728758697,13,"""Here come the Jews. ",yes
728758697,14,"They don't like Farrakhan, so they call me Hitler. ",yes
728758697,15,"Well, that's a good name. ",yes
728758697,16,"Hitler was a very great man."" ",yes
728758697,17,Would a Republican get a pass on meeting with a racist hate group leader? ,yes
728758697,18,Obviously not. ,yes
728758697,21,Don't expect it to condemn Rep. Davis' comments. ,yes
728758697,22,He was just saying what most of them think. ,yes
728758697,23,The media is happy to talk about anti-Semitism. ,yes
728972961,3,"On that occasion Archbishop Lefebvre delivered an address on the desperate state of the Church at that time—42 years ago—that was never transcribed or published until we did so for the December 15, 2017 print edition of The Remnant. ",yes
728972961,5,I’m posting the address here because I'm convinced the Archbishop’s words provide recent recruits to Tradition with vital historical context for the diabolical debacle that is the pontificate of Pope Francis. ,yes
728972961,8,"In fact, this transcript reads like a message of encouragement at a crucial moment in the history of this movement—Stay in the fight! ",yes
728972961,9,Keep the Faith. ,yes
728972961,10,Never surrender! ,yes
728972961,11,"This address also makes it absolutely clear that everything Archbishop Lefebvre did was part of an eleventh-hour defence of the Kingship of Christ (ignored completely by the Second Vatican Council) and a desperate last stand for Tradition, the infallible teachings of Mother Church and of course her ancient liturgy. ",yes
728972961,29,"I think that because in the Second Vatican Council, and after the Council, there is a mutation, a change, in the Church. ",yes
728972961,47,"Well, I refused, because I refuse to contribute to the destruction of the Church. ",yes
728972961,48,Because now they are destroying the Church. ,yes
728972961,49,"When I die and go before the judge, God will not be able to say to me, “You destroyed the Church.” I refused to contribute to the destruction of the Church. ",yes
728972961,54,I think that the mutation in the Church came in through the Second Vatican Council. ,yes
728972961,59,"Pope Pius VI said during the French Revolution that if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church. ",yes
728972961,76,They said that. ,yes
728972961,77,They wrote that! ,yes
728972961,87,"Cardinal Ottaviani, standing, says to Cardinal Bea, “You have no authority to compose this schema, because it is a theological thesis and therefore within the competence of the Theological Commission.” As Cardinal Bea stands up, he says, “I do have the right to compose this schema because if anything concerns Christian Unity it is religious liberty, and I am the President of the Secretariat for Promoting Christian Unity.” Cardinal Bea, addressing Cardinal Ottaviani, further said, “I am opposed to your schema.” ",yes
728972961,88,Impossible! ,yes
728972961,89,"We were in a very sad, serious situation. ",yes
728972961,100,"And now one month ago in Rome, the traditional periodical Chiesa Viva published a photo of Cardinal Lienart with all of the appurtenances of Freemasonry, the date of his inscription in Masonry, the date [of his rising to] the 20th Degree of Freemasonry, the date [of his rising to] the 30th Degree of Freemasonry, and the places where he [attended] the meetings of Freemasonry. ",yes
728972961,105,"And so, we have (I am confident) a mutation in the church by the Council and by the reform after the Council. ",yes
728972961,110,In the name of the Council! ,yes
728972961,112,"And if the reforms are bad, then it is impossible that the Council is good and all the reforms are bad, because that is the authentic interpretation of the Council by Rome. ",yes
728972961,126,"The President said he is very, very anxious. ",yes
728972961,128,"I am a Catholic, I shall remain Catholic, and I do everything possible for the Council and the Catholics in our country.” ",yes
728972961,130,"And during the discourse of the Secretary of the Episcopal Conference, [the Secretary] said, “in the name of the Declaration of Religious Freedom [of Vatican II], we ask the President to remove this article in the Constitution.” ",yes
728972961,131,"I met this Secretary of the Episcopal Conference during my visit in Columbia, and he said for two years they [had been asking] the President, in the name of the Holy See, to change this article in their Constitution. ",yes
728972961,146,And all in the name of the Council. ,yes
728972961,147,"We must take care, because this change in the church is a liberal change. ",yes
728972961,148,"The liberal principles have entered the Church now, and they destroy the Church. ",yes
728972961,154,Impossible. ,yes
728972961,156,We must tolerate - have tolerance for the error - but never give the same right to error and truth. ,yes
728972961,157,That is impossible. ,yes
728972961,162,The authority comes from God. ,yes
728972961,163,Not from the people. ,yes
728972961,164,Not from the masses. ,yes
728972961,165,From God. ,yes
728972961,166,"But today the principle, the democratic principle, is that the authority is in the people. ",yes
728972961,167,It is in the masses. ,yes
728972961,179,But the change in the Mass destroys the Church. ,yes
728972961,182,It is not democratic but hierarchical. ,yes
728972961,187,That is hierarchy. ,yes
728972961,200,I do not say that. ,yes
728972961,203,"They found that twenty-two percent no longer have the faith, the belief in the Real Presence. ",yes
728972961,205,No faith. ,yes
728972961,216,They learn nothing now. ,yes
728972961,223,"During the meeting, the priest, before he celebrated the Eucharist, said, “Today we celebrate the Eucharist, but we do not believe in the Real Presence.” These two young men said “That is impossible. ",yes
728972961,230,That is a fact. ,yes
728972961,231,"Perhaps you can say, “How is it possible that the pope gives the authorization to this change? ",yes
728972961,232,How is it possible the pope signed this decree? ,yes
728972961,233,Signed this constitution?” I don’t know. ,yes
728972961,234,I don’t know. ,yes
728972961,236,A big mystery. ,yes
728972961,243,I don’t know. ,yes
728972961,246,"We do know now that Bugnini was primarily responsible for the change in liturgy, and that he is an infamous Freemason. ",yes
728972961,248,I don’t know. ,yes
728972961,249,We don’t know. ,yes
728972961,252,"It is possible, but we do not know. ",yes
728972961,254,Not pope. ,yes
728972961,260,"He said, “The smoke of Satan has entered the Church.” But where are the men responsible for the destruction of the Church? ",yes
728972961,264,Where is this smoke of Satan that has entered the Church? ,yes
728972961,293,I do not know. ,yes
728972961,297,"But I think that the devil is in Rome, as was said by our Lady of Fatima and Our Lady of La Salette. ",yes
728972961,300,"Because if this crisis continues, many people will go to hell. ",yes
728972961,311,I read in the newspaper about a Mass Cardinal Knox celebrated during the Eucharistic Congress where sensual dancing was performed at the same time the words of the Consecration were pronounced. ,yes
728972961,312,That is a sacrilege. ,yes
728972961,314,That is sacrilege. ,yes
728972961,318,Ay. ,yes
728972961,319,Impossible. ,yes
728972961,320,Impossible. ,yes
728972961,321,"No, no, no, no. ",yes
728972961,328,Against our faith. ,yes
728972961,340,Essential! ,yes
728972961,341,"And if He is God, we must give Him the adoration of God. ",yes
728972961,362,Lefebvre meets and speaks with the pope that perhaps the pope will change his mind.” Because [the pope] is not too sure; the pope is not man of true conviction. ,yes
728972961,377,I know him very well. ,yes
728972961,381,"For me, if I do that, then I betray my mother, the Church. ",yes
728972961,382,The Church! ,yes
728972961,411,It is impossible to do all this without God’s assistance. ,yes
728972961,415,That we cannot change. ,yes
728972961,417,The Church is tradition. ,yes
728972961,419,I thank you for your attention. ,yes
729303442,4,"But Jewish groups on and off campus have denounced the report as flawed, saying it missed the significance of an anti-Semitic text circulated online before Noah Lew was removed from the board last fall. ",yes
729303442,10,"The first five candidates were overwhelmingly approved, but when they got to Lew, the only Jewish director, he was rejected 105 to 73. ",yes
729303442,11,"In a subsequent Facebook post, Lew wrote, “My Jewish identity was now public, and a target was placed squarely upon me by the McGill BDS movement.” ",yes
729303442,12,"An outcry followed, leading Fortier to appoint former Ombudsperson for Students, Spencer Boudreau, to investigate. ",yes
729303442,19,"Democratize SSMU deleted the message, which targeted Lew and two other candidates, after the meeting and apologized for publishing material that was “insensitive to anti-Semitic tropes of Jewish people as corrupt and politically powerful.” ",yes
729303442,20,The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew. ,yes
729303442,21,"It is under this context that the (general assembly) occurred, and the report fundamentally misunderstands this, which alters the entire findings of the report.” ",yes
729303442,25,"Michael Mostyn, CEO of B’nai Brith Canada, called the report a whitewash. ",yes
729303442,28,"“I would like to take this opportunity to make it clear that there is absolutely no place for anti-Semitism at McGill University and that, as principal and vice-chancellor, I will remain vigilant to ensure that all members of our community feel safe, welcomed and respected on our campuses,” she said in a statement. ",yes
729348908,5,"And in the application process, he lied to military recruiters about a recent trip he'd taken to Jordan in a failed attempt to make contact with the Islamic State and join a ""real Muslim Army,"" the documents said. ",yes
729348908,17,"He explained he went to Jordan in part to find like-minded Muslims, and because he wanted to do something “bigger, better, and more purposeful” – like dying in the cause of Allah. ",yes
729348908,19,"In the course of their conversations, Patel discussed his desire to see a holy war between Muslims and non-Muslims. ",yes
729348908,20,He also sang an Islamic State fight song and recalled making a replica of the group’s flag. ,yes
729348908,21,He said he wanted to replace his neighbor’s American flag with it. ,yes
729348908,26,"In the process, however, he misidentified Hasan as Nidal Hussein and said the shooting happened at Fort Knox in Kentucky. ",yes
729348908,27,"He also said Hasan had died a martyr, though in fact he remains alive on military death row. ",yes
729348908,34,"Patel agreed to bring it by, but two days later he told the State Department he had accidentally thrown it away in October and needed a new one. ",yes
729410793,1,German cardinal: liturgical ‘blessing’ for gay unions is ‘truly…sacrilegious’ ,yes
729410793,5,"Marx’s idea “truly seems sacrilegious” and “ignores the clear Revelation of God,” Cordes wrote in a response on kath.net. ",yes
729410793,8,"“Marx does not even mention that homosexuality always contradicts the Will of God,” citing church teaching through the centuries. ",yes
729410793,9,"Rather than being about receiving “God’s assistance for themselves,” those engaging in sodomy and wishing to have it “blessed” by the Church “aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization.” ",yes
729410793,10,The Catechism of the Catholic Church teaches that “under no circumstances” can homosexual activity “be approved” as it is “intrinsically disordered.” Such acts are “contrary to the natural law. ,yes
729410793,11,They close the sexual act to the gift of life. ,yes
729410793,12,They do not proceed from a genuine affective and sexual complementarity” (CCC 2357). ,yes
729410793,14,I do not really see any problems there.” ,yes
729410793,21,"The cardinal’s office maintains that rather than saying “yes,” there is a possibility of liturgical “blessing” of gay unions, he answered the question in a more subtle way without giving an explicit “yes.” However, the German Bishops’ Conference doesn’t seem to deny the rest of his statements on how “one must encourage priests” to give encouragement to homosexual couples, which could include public blessings that would take a “liturgical” form. ",yes
729410793,22,"The cardinal’s staff asked that CNA change his answer about liturgically “blessing” gay unions to: “There are no general solutions and I think that would not be right, because we are talking about pastoral care for individual cases, and that applies to other areas as well, which we cannot regulate, where we have no sets of rules.” ",yes
729410793,24,"“Any such ‘blessing rite’ would cooperate in a morally forbidden act, no matter how sincere the persons seeking the blessing,” wrote Chaput. ",yes
729410793,25,"He explained such a “blessing” would encourage people to continue living in a way the Church considers gravely sinful and spiritually damaging, and therefore would be uncharitable. ",yes
729410793,29,"“First, we need to treat all people with the respect and pastoral concern they deserve as children of God with inherent dignity. ",yes
729410793,31,"Second, there is no truth, no real mercy, and no authentic compassion, in blessing a course of action that leads persons away from God.” ",yes
729410793,33,“Jesus said the truth will make us free. ,yes
729410793,34,Nowhere did he suggest it will make us comfortable.” ,yes
729549972,1,NASA captures farthest ever image from Earth ,yes
729549972,5,NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth. ,yes
729549972,12,"In 1994, US astronomer Carl Sagan reflected on the significance of the photograph to an audience at Cornell University, famously coining its name as the ""Pale Blue Dot"", and giving one of the most widely published speeches of all time. ",yes
729549972,13,© Getty Carl Sagan and the 'Pale Blue Dot' photograph ,yes
729549972,15,"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019. ",yes
729549972,16,"""That New Year's flight past MU69 will be the farthest planetary encounter in history, happening one billion miles beyond the Pluto system - which New Horizons famously explored in July 2015,"" said NASA. ",yes
729549972,18,"The mission controllers at the Johns Hopkins Applied Physics Laboratory in Laurel, Maryland, will bring the spacecraft out of its electronic slumber in June to begin a series of system checkouts and other activities to prepare it for the next record-breaking encounter. ",yes
729561658,1,A student failed an assignment because her professor believed Australia 'is not a country' ,yes
729561658,6,"A professor at Southern New Hampshire University failed one of her student's assignments because the professor incorrectly thought Australia ""is not a country,"" according to a report in BuzzFeed News. ",yes
729561658,11,"The professor, according to BuzzFeed News, failed Arnolds because ""Australia is a continent; not a country,"" which, again, is incorrect, just so we're clear here. ",yes
729561658,14,"""Australia is a continent; it is not a country. ",yes
729561658,18,Australia is both a country and a continent. ,yes
729561658,19,It's the only country that is both. ,yes
729561658,20,I provided a resource in the first email that clarifies that for you. ,yes
729561658,21,If you need further clarification google or the SNHU Shapiro Library has that information you. ,yes
729578579,3,"Hey, remember five minutes ago when Pope Francis shouted at a reporter in Chile that there was “no evidence” supporting complaints against his good friend Bishop Juan Barros? ",yes
729578579,4,"And, just for good measure he accused the people accusing him – victims of sexual abuse by Barros’ mentor, the convicted sex-predator Karadima – of committing “calumny”? ",yes
729578579,5,[1] And remember when Cardinal O’Malley told the pope off in public over the “pain” these accusations had caused the victims of sexual abuse? ,yes
729578579,6,"And then remember how the pope had apologised-except-not-really because the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…? ",yes
729578579,8,"Nicole Winfield and the Associated Press dropped the bomb that the information came directly from the victims, whom Francis had dismissed and refused to meet with on his trip, and delivered through his own Commission on sexual abuse: ",yes
729578579,12,"It also calls into question his stated empathy with abuse survivors, compounding the most serious crisis of his five-year papacy. ",yes
729578579,20,"When, after several attempts and three months later[2], Muller was able to get an audience with the pope to ask the reason, he received the response, “I am the pope, I do not need to give reasons for any of my decisions. ",yes
729578579,21,I have decided that they have to leave and they have to leave.” ,yes
729578579,37,"And at a later date, he assured us that that had been done.” Juan Carlos Cruz, the Karadima victim whose membership on the Commission the Vatican had blocked, told AP, “Cardinal O’Malley called me after the pope’s visit here in Philadelphia and he told me, among other things, that he had given the letter to the pope – in his hands.” ",yes
729578579,45,"“No evidence…” Lie big, lie often, and when caught, keep lying. ",yes
729578579,46,"One of the many things these secular reporters seem not to be paying attention to is that “no evidence” is in fact a well-rehearsed, stock response for Bergoglio. ",yes
729578579,47,He said almost exactly the same in 2013 when confronted about another predatory homosexual he was sheltering. ,yes
729578579,48,The hoopla surrounding the “Who am I to judge” comment tends to obscure the context of the comment. ,yes
729578579,53,His standard one: “No evidence.” ,yes
729578579,61,So flagrant was Ricca’s behaviour that it took intervention by Uruguay’s nuncio to have him removed. ,yes
729578579,64,"As “Marcantonio Colonna” wrote in the Dictator Pope, “In fact his patronage of Monsignor Ricca fits the pattern which was well established when he was Archbishop of Buenos Aires, whereby he surrounds himself with morally weak people so as to have them under his thumb.” ",yes
729578579,65,"It was at this early “no evidence” comment on the plane home from Rio that some of those paying attention started to understand that Bergoglio’s policy is in line with that of certain leaders of the past who recommended that if a politician was going to lie, he should lie big and lie brazenly. ",yes
729578579,90,"Several more similar cases, all of whom were rebuffed in their attempts to meet with Bergoglio, are detailed here, for the strong-of-stomach. ",yes
729578579,91,A virtuoso performance-liar ,yes
729578579,92,"Looking back and carefully examining his record, Jorge Bergoglio’s mastery of using the weaknesses of morally compromised men is becoming evident. ",yes
729578579,96,"The first part of that interview is a blatant and enormous lie, and it was from there that the pope moved on to his apology for homosexuality in general. ",yes
729578579,98,"At the time, the papal apologists sprang instantly into action and we heard all about how the pope was talking strictly within the boundaries of Catholic doctrine. ",yes
729578579,100,"(Don’t forget, no question is asked in a papal interview without being thoroughly vetted ahead of time. ",yes
729578579,102,"This was the pope laying out his policy regarding homosexuality, a policy for which he was duly rewarded by being lauded on the cover of the homosexualist lobby’s US trade magazine. ",yes
729578579,111,That is a danger. ,yes
729578579,129,"If someone is gay and is searching for the Lord and has good will, then who am I to judge him? ",yes
729578579,132,"The problem is in making a lobby of this tendency: a lobby of misers, a lobby of politicians, a lobby of masons, so many lobbies. ",yes
729578579,140,"Language counts in politics, and a pope using that term means he is by implication starting the discussion – and his pontificate – by aligning himself with the basic tenets of a movement that is violently opposed to Catholic moral teaching, and in direct opposition to his immediate, and still living, predecessor. ",yes
729578579,143,"This means that his use of this language was a conspiratorial wink and nod to his immediate audience, a sly message to say, “People talk all the time about a gay lobby, but you and I both know this is mostly nonsense, propaganda from those people… those conservatives…We cool and hip people don’t hate gays, do we?” ",yes
729578579,145,"We are simply asked to take the pope’s word for it, but given that it follows his astoundingly brazen lie that there was no evidence for Ricca’s homosexual activity in the first place, we can take the assurance for what it seems to be worth. ",yes
729578579,146,"Next, after another little inside nudge-nudge-wink-wink joke about the “gay lobby” – implying (but of course never outright saying) that the whole thing is hysterical nonsense – we hear a direct contradiction to Catholic teaching from no less a source than his predecessor, Pope Benedict Ratzinger. ",yes
729578579,148,The “tendency” is called in the same catechism you quote “intrinsically disordered” and Ratzinger was very clear that this “tendency” is a sign of a serious emotional dysfunction that “must” preclude a man from being ordained. ,yes
729578579,149,Squandering the capital of trust ,yes
729578579,163,"Considering how much trust the Catholic faithful had in the papacy until about 1965, how much un-earned trust Francis started with just by being elected, this pontificate should be remembered as one of the great confidence scams in history. ",yes
729578579,164,Believing Catholics have watched aghast as this pope has habitually trampled on every aspect of Catholic teaching. ,yes
729578579,165,"Sandro Magister recently published a piece on his website that listed in dizzying detail the many times, in only the last few months, that pope Francis has falsified with obvious intention, the words of Christ in Scripture and the teaching of the Church. ",yes
729578579,166,"Of course this would be of little interest to secular journalists, who have paid no mind to his habit of rewriting Catholicism, but the sex abuse crisis is something secular journalists are very interested in, a fact Bergoglio seems not to have understood. ",yes
729578579,167,"It is now irrefutable that Pope Bergoglio is a habitual liar – that in fact truth, like reality, seems to mean nothing to him except as a tool. ",yes
729578579,169,"They warn that the general loss of trust in institutions leads to a general state of chaos, in which laws on the books matter little as citizens turn to their last resort of protecting themselves and their own families. ",yes
729578579,172,"With a professional confidence trickster on the papal throne, blatantly using lies and manipulation to maintain power and ram through an agenda at radical variance with Catholic doctrine, how long before that predictable disintegration occurs? ",yes
729578579,176,"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete. ",yes
729578579,178,"He has no more resources of trust even among the people he has chosen to surround himself with and after the reports of Cardinal Sandri going toe-to-toe with him in a shouting match, it seems that perhaps even his legendary vicious temper tantrums are failing to have the desired effect of terrorising his subordinates into submission. ",yes
729578579,181,"It may seem like a moment to enjoy, seeing the apparently unbreachable shell of papal teflon finally cracking, but in reality this situation is potentially very harmful for souls in the long run. ",yes
729578579,183,"Already fractured since the collapse of all Catholic institutions after Vatican II and the horrors of the sex abuse crisis, how much will there be to repair of the once-steadfast trust Catholics instinctively had in the Church after this? ",yes
729578579,186,This is slander and calumny. ,yes
729578579,195,[6] Not that anyone in Rome was trying very hard. ,yes
729581752,1,"The Sun is getting cooler and dimmer, but scientists aren’t worried ",yes
729581752,17,"This temporary shakeup of temperatures could happen again, though the researchers say it will have very little effect on the overall global warming trend that mankind has created for itself. ",yes
729651527,12,"The group was urging students to vote against Lew, and two other board members who were deemed to be pro-Israel, alleging “layers of corruption” within the student government and favouritism in appointing board members, then singled out three members of the board “who are all either fellows at the Canadian Jewish Political Affairs Committee, an organization whose explicit mandate is to promote pro-Israel discourse in Canadian politics, or primary organizers for the anti-BDS initiative at McGill.” ",yes
729651527,17,"In the months leading up to the vote, there had been other anti-Semitic incidents, including a tweet by Igor Sadikov, an elected representative of students in McGill’s faculty of arts, saying: “punch a zionist.” ",yes
729651527,20,"“I would like to take this opportunity to make it clear that there is absolutely no place for anti-Semitism at McGill University and that, as principal and vice-chancellor, I will remain vigilant to ensure that all members of our community feel safe, welcomed and respected on our campuses.” ",yes
729651527,23,"However, he said any Jewish students thinking of being involved in student politics or activism “will have encounters that are profoundly disturbing and unpleasant.” ",yes
729651527,24,"He said McGill is not alone in this respect, as this is a continent-wide phenomenon within student politics. ",yes
729668796,1,Hungary PM Viktor Orban Vows to “Fight Those Who Want to Change the Christian Identity of Europe” ,yes
729668796,3,"Hungary's Prime Minister Viktor Orban has been somewhat of a lone voice in Europe against the Muslim invasion, and on Wednesday he gave a ""Hungary First"" speech in which he declared that he would ""fight those who want to change the Christian Identity of Europe."" ",yes
729668796,5,"""For us, Hungary is first. ",yes
729668796,6,We will fight those who want to change the Christian identity of Hungary and Europe.” ,yes
729668796,8,"Orban's words are reminiscent of those of US President Donald Trump, who spoke about putting ""America First."" ",yes
729668796,12,"For us, Hungary is first."" ",yes
729668796,13,"“We will fight those who want to change the Christian identity of Hungary and Europe,” Orban concluded. ",yes
729668796,17,"Minister of Foreign Affairs and Trade Péter Szijjártó said on Tuesday,“Hungary will not become an immigrant country, it has never admitted and will never admit illegal immigrants."" ",yes
729668796,18,He also referred to Michel's ultimatum as unacceptable and shocking. ,yes
729668796,19,"“Hungary has never admitted and will never admit illegal immigrants, irrespective of whether there is any pressure in this direction along the borders or from Brussels,” Szijjártó said. ",yes
729668796,20,"“The Belgian Prime Minister’s statement is also outrageous because this is the first time that people in Brussels are openly planning to push the mandatory resettlement quota through by force while totally ignoring the will of certain EU member states."" ",yes
729668796,23,"“Perhaps it doesn’t bother the Belgian Prime Minister that there are no-go zones in many Western European cities, or that people with immigrant backgrounds have committed 27 major terrorist attacks in Europe recently, but this bothers the V4 because they do not want to live on a continent were the threat of terrorism becomes an everyday regularity,"" he continued. ",yes
729668796,26,He has ordered all illegal Muslim invaders to get out of Hungary and never come back. ,yes
729668796,30,Orban is openly Christian and seems to understand something that many do not and that is you do not allow a wholesale flood of antichrists to pour into your country. ,yes
729668796,31,Were the Ammonites and Moabites not kept out of the assembly of Israel because of their hatred of the people of God? ,yes
729668796,32,"(Deuteronoy 23:3-6) Yes, they were. ",yes
729668796,33,"While Muslims need the Gospel for sure, one cannot allow such an influx into the country, or all you are asking for is the judgments God warned about in Deuteronomy 28. ",yes
729668796,34,"I say, well done Mr. Orban. ",yes
729670169,10,"The aid announced on Friday provides just a fraction of the $94.4 billion Rossello has said the island needs to recover from cataclysmic damage to its infrastructure and housing stock, although Puerto Rico is eligible to participate in other programs that could increase the aid to $45 billion, according to Friday's statement. ",yes
729670169,13,"Home damage in Puerto Rico, where the poverty rate is around 46 percent, was exacerbated by the existence of hundreds of thousands of sub-standard ""informal"" homes, which are typically built by the owners themselves, without permits and often in squatter communities. ",yes
729940206,5,Sociology helped generate a whole range of fake new academic subjects while corrupting existing ones into a toxic stew of racism and meaningless jargon. ,yes
729940206,6,"All too often, all you need is some statistics software (or its online equivalent), a politically correct premise and absolute ignorance. ",yes
729940206,7,Add the internet and you get a perfect storm of sociology stupidity. ,yes
729940206,11,"But when Arnold got her grade back on Feb. 1, she was shocked to see her professor had failed her. ",yes
729940206,14,Sociology. ,yes
729940206,15,You really don't need to know anything. ,yes
729940206,16,"The professor, who has a PhD in philosophy... ",yes
729940206,17,Of course she does. ,yes
729940206,24,"But we are in the age of, ""My truth"". ",yes
729940206,25,And my truth has a different belief about Australia than yours does because of my degree of oppression. ,yes
730149656,1,Muslim Crime Stopper Sofian Zakkout's New Crush: Anti-Semite Pastor Steve Anderson ,yes
730149656,3,"For nearly two millennia, Jews have suffered persecution after persecution at the hands of those who used religion as a vehicle for hate and even mass murder. ",yes
730149656,4,"Recently, a video clip of anti-Semitic pastor Steve Anderson – making the claim that Jews have experienced such abuse because they have somehow been cursed – wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout. ",yes
730149656,14,No. ,yes
730149656,15,‘Cause they’re under the curse of God for having rejected the Lord Jesus Christ.” ,yes
730149656,16,"Blaming Jews for the extreme torment they endured for so long, which includes a Nazi Holocaust that took the lives of six million innocent Jews and so many others, is incredibly offensive. ",yes
730149656,21,"About the clip, on Facebook, Zakkout wrote above it, “Makes a lot of sense!” Of course, this is coming from someone [Zakkout] who regularly refers to Jews as “monkeys and pigs,” and in February 2016, circulated on social media a report claiming that “the Holocaust was faked.” The report calls the Holocaust “the biggest lie ever foisted upon humanity” and was produced by a media outlet which describes Hitler as “the greatest leader in modern Western history.” ",yes
730149656,24,"The ADL described the video as “venomous.” In October 2015, Zakkout praised Duke, as “David Duke, a man to believe in!” ",yes
730149656,26,"During the clip, Farrakhan repeatedly labels the Jewish people “Satan.” He states, “Really, they’re not Jews. ",yes
730149656,27,"No, that’s Satan. ",yes
730149656,28,"You should learn to call them by their real name, ‘Satan.’ You’re coming face to face with Satan, the Arch Deceiver, the enemy of God, and the enemy of the righteous.” ",yes
730149656,31,"Rally goers repeatedly shouted, “We are Hamas” and “Let’s go Hamas.” After the rally, Zakkout wrote the following in Arabic, above photos from the event: “Thank God, every day we conquer the American Jews like our conquests over the Jews of Israel!” He signed it “Br. ",yes
730149656,36,"If the board members of Crime Stoppers and Citizens’ Crime Watch do not wish to be associated with anti-Semitism or white supremacism or Hamas or Holocaust denial or Steve Anderson or David Duke or Louis Farrakhan, then they must cut ties with Sofian Zakkout. ",yes
730149656,37,The time is long overdue that these groups maintain their credibility and remain true to their stated missions of protecting and safeguarding the American public. ,yes
730149656,38,Sofian Zakkout’s bigoted and radical agenda is antithetical to this and is a documented threat to national security. ,yes
730149656,39,His presence on the boards of both organizations constitutes an obscene travesty. ,yes
730222442,3,The solar system’s strange cigar-shaped visitor 'Oumuamua—Hawaiian for “scout” or “messenger”—is tumbling chaotically as the result of a violent collision. ,yes
730222442,22,"But, at least for the next few billion years, the space invader is destined to continue its topsy-turvy spin. ",yes
730237078,1,NASA releases images captured at a record-breaking 3.79 billion miles from Earth ,yes
730237078,3,"NASA has a whole lot of fancy image-gathering hardware on Earth and in space, and we’ve seen countless of stunning snapshots taken from here on Earth as well as nearby planets like Mars, Jupiter and Saturn. ",yes
730237078,4,"The pictures are often gorgeously detailed eye candy, but the latest batch of images from the space agency is remarkable for an entirely different reason. ",yes
730237078,5,"Captured by NASA’s New Horizons spacecraft, the images were gathered at a greatest distance from Earth than any in the history of mankind. ",yes
730237078,8,"Yeah, it’s kind of crazy. ",yes
730237078,11,"“New Horizons has long been a mission of firsts — first to explore Pluto, first to explore the Kuiper Belt, fastest spacecraft ever launched,” New Horizons Principal Investigator Alan Stern, of the Southwest Research Institute in Boulder, Colorado, notes in a statement. ",yes
730237078,12,"“And now, we’ve been able to make images farther from Earth than any spacecraft in history.” ",yes
730268758,1,Evidence shows Pope Francis is a ‘principal in a cover-up’ of clergy sex-abuse in Chile: Expert ,yes
